parents,has+AF8-nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
great+AF8-pret,proper,foster,+AF8-3,critical,convenient,nonprob,not+AF8-recom,great+AF8-pretproper,foster3criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,+AF8-3,critical,convenient,slightly+AF8-prob,recommended,great+AF8-pretproper,foster3criticalconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,proper,foster,+AF8-3,critical,convenient,slightly+AF8-prob,priority,great+AF8-pretproper,foster3criticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,proper,foster,+AF8-3,critical,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretproper,foster3criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,+AF8-3,critical,convenient,problematic,recommended,great+AF8-pretproper,foster3criticalconvenient,problematicrecommended,spec+AF8-prior
great+AF8-pret,proper,foster,+AF8-3,critical,convenient,problematic,priority,great+AF8-pretproper,foster3criticalconvenient,problematicpriority,spec+AF8-prior
great+AF8-pret,proper,foster,+AF8-3,critical,convenient,problematic,not+AF8-recom,great+AF8-pretproper,foster3criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,nonprob,recommended,great+AF8-pretproper,foster3criticalinconv,nonprobrecommended,priority
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,nonprob,priority,great+AF8-pretproper,foster3criticalinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,nonprob,not+AF8-recom,great+AF8-pretproper,foster3criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,slightly+AF8-prob,recommended,great+AF8-pretproper,foster3criticalinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,slightly+AF8-prob,priority,great+AF8-pretproper,foster3criticalinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretproper,foster3criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,problematic,recommended,great+AF8-pretproper,foster3criticalinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,problematic,priority,great+AF8-pretproper,foster3criticalinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,proper,foster,+AF8-3,critical,inconv,problematic,not+AF8-recom,great+AF8-pretproper,foster3criticalinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,convenient,convenient,nonprob,recommended,great+AF8-pretproper,fostermoreconvenientconvenient,nonprobrecommended,priority
great+AF8-pret,proper,foster,more,convenient,convenient,nonprob,priority,great+AF8-pretproper,fostermoreconvenientconvenient,nonprobpriority,priority
great+AF8-pret,proper,foster,more,convenient,convenient,nonprob,not+AF8-recom,great+AF8-pretproper,fostermoreconvenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,convenient,convenient,slightly+AF8-prob,recommended,great+AF8-pretproper,fostermoreconvenientconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,proper,foster,more,convenient,convenient,slightly+AF8-prob,priority,great+AF8-pretproper,fostermoreconvenientconvenient,slightly+AF8-probpriority,priority
great+AF8-pret,proper,foster,more,convenient,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretproper,fostermoreconvenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,convenient,convenient,problematic,recommended,great+AF8-pretproper,fostermoreconvenientconvenient,problematicrecommended,priority
great+AF8-pret,proper,foster,more,convenient,convenient,problematic,priority,great+AF8-pretproper,fostermoreconvenientconvenient,problematicpriority,priority
great+AF8-pret,proper,foster,more,convenient,convenient,problematic,not+AF8-recom,great+AF8-pretproper,fostermoreconvenientconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,convenient,inconv,nonprob,recommended,great+AF8-pretproper,fostermoreconvenientinconv,nonprobrecommended,priority
great+AF8-pret,proper,foster,more,convenient,inconv,nonprob,priority,great+AF8-pretproper,fostermoreconvenientinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,convenient,inconv,nonprob,not+AF8-recom,great+AF8-pretproper,fostermoreconvenientinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,convenient,inconv,slightly+AF8-prob,recommended,great+AF8-pretproper,fostermoreconvenientinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,proper,foster,more,convenient,inconv,slightly+AF8-prob,priority,great+AF8-pretproper,fostermoreconvenientinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,convenient,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretproper,fostermoreconvenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,convenient,inconv,problematic,recommended,great+AF8-pretproper,fostermoreconvenientinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,proper,foster,more,convenient,inconv,problematic,priority,great+AF8-pretproper,fostermoreconvenientinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,convenient,inconv,problematic,not+AF8-recom,great+AF8-pretproper,fostermoreconvenientinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,nonprob,recommended,great+AF8-pretproper,fostermoreless+AF8-convconvenient,nonprobrecommended,priority
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,nonprob,priority,great+AF8-pretproper,fostermoreless+AF8-convconvenient,nonprobpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,nonprob,not+AF8-recom,great+AF8-pretproper,fostermoreless+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,slightly+AF8-prob,recommended,great+AF8-pretproper,fostermoreless+AF8-convconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,slightly+AF8-prob,priority,great+AF8-pretproper,fostermoreless+AF8-convconvenient,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretproper,fostermoreless+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,problematic,recommended,great+AF8-pretproper,fostermoreless+AF8-convconvenient,problematicrecommended,spec+AF8-prior
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,problematic,priority,great+AF8-pretproper,fostermoreless+AF8-convconvenient,problematicpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,less+AF8-conv,convenient,problematic,not+AF8-recom,great+AF8-pretproper,fostermoreless+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,nonprob,recommended,great+AF8-pretproper,fostermoreless+AF8-convinconv,nonprobrecommended,priority
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,nonprob,priority,great+AF8-pretproper,fostermoreless+AF8-convinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,nonprob,not+AF8-recom,great+AF8-pretproper,fostermoreless+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,slightly+AF8-prob,recommended,great+AF8-pretproper,fostermoreless+AF8-convinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,slightly+AF8-prob,priority,great+AF8-pretproper,fostermoreless+AF8-convinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretproper,fostermoreless+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,problematic,recommended,great+AF8-pretproper,fostermoreless+AF8-convinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,problematic,priority,great+AF8-pretproper,fostermoreless+AF8-convinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,less+AF8-conv,inconv,problematic,not+AF8-recom,great+AF8-pretproper,fostermoreless+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,critical,convenient,nonprob,recommended,great+AF8-pretproper,fostermorecriticalconvenient,nonprobrecommended,priority
great+AF8-pret,proper,foster,more,critical,convenient,nonprob,priority,great+AF8-pretproper,fostermorecriticalconvenient,nonprobpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,critical,convenient,nonprob,not+AF8-recom,great+AF8-pretproper,fostermorecriticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,critical,convenient,slightly+AF8-prob,recommended,great+AF8-pretproper,fostermorecriticalconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,proper,foster,more,critical,convenient,slightly+AF8-prob,priority,great+AF8-pretproper,fostermorecriticalconvenient,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,critical,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretproper,fostermorecriticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,critical,convenient,problematic,recommended,great+AF8-pretproper,fostermorecriticalconvenient,problematicrecommended,spec+AF8-prior
great+AF8-pret,proper,foster,more,critical,convenient,problematic,priority,great+AF8-pretproper,fostermorecriticalconvenient,problematicpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,critical,convenient,problematic,not+AF8-recom,great+AF8-pretproper,fostermorecriticalconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,critical,inconv,nonprob,recommended,great+AF8-pretproper,fostermorecriticalinconv,nonprobrecommended,priority
great+AF8-pret,proper,foster,more,critical,inconv,nonprob,priority,great+AF8-pretproper,fostermorecriticalinconv,nonprobpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,critical,inconv,nonprob,not+AF8-recom,great+AF8-pretproper,fostermorecriticalinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,critical,inconv,slightly+AF8-prob,recommended,great+AF8-pretproper,fostermorecriticalinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,proper,foster,more,critical,inconv,slightly+AF8-prob,priority,great+AF8-pretproper,fostermorecriticalinconv,slightly+AF8-probpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,critical,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretproper,fostermorecriticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,proper,foster,more,critical,inconv,problematic,recommended,great+AF8-pretproper,fostermorecriticalinconv,problematicrecommended,spec+AF8-prior
great+AF8-pret,proper,foster,more,critical,inconv,problematic,priority,great+AF8-pretproper,fostermorecriticalinconv,problematicpriority,spec+AF8-prior
great+AF8-pret,proper,foster,more,critical,inconv,problematic,not+AF8-recom,great+AF8-pretproper,fostermorecriticalinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete1convenientconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete1convenientconvenient,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete1convenientconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete1convenientconvenient,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete1convenientconvenient,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete1convenientconvenient,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete1convenientinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete1convenientinconv,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete1convenientinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete1convenientinconv,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete1convenientinconv,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete1convenientinconv,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,convenient,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1convenientinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,less+AF8-conv,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete1criticalconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete1criticalconvenient,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete1criticalconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete1criticalconvenient,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete1criticalconvenient,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete1criticalconvenient,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete1criticalinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete1criticalinconv,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete1criticalinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete1criticalinconv,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete1criticalinconv,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete1criticalinconv,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-1,critical,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete1criticalinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete2convenientconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete2convenientconvenient,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete2convenientconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete2convenientconvenient,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete2convenientconvenient,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete2convenientconvenient,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete2convenientinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete2convenientinconv,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete2convenientinconv,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete2convenientinconv,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,problematic,recommended,great+AF8-pretless+AF8-proper,complete2convenientinconv,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,problematic,priority,great+AF8-pretless+AF8-proper,complete2convenientinconv,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,convenient,inconv,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2convenientinconv,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,nonprob,recommended,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,nonprob,priority,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,slightly+AF8-probrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,priority,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,slightly+AF8-probpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,problematic,recommended,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,problematicrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,problematic,priority,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,problematicpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,convenient,problematic,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,nonprob,recommended,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,nonprobrecommended,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,nonprob,priority,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,nonprobpriority,priority
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,nonprob,not+AF8-recom,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
great+AF8-pret,less+AF8-proper,complete,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,recommended,great+AF8-pretless+AF8-proper,complete2less+AF8-convinconv,slightly+AF8-probrecommended,priority
